ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
29573,210000,1,1,,40,-1,-1,-1,-1,-1,-1,1582,326,3632,1967,3952,10330,326,,1967,3985,10330,8000,1
29574,270000,,3,2,32,1,2,2,2,0,0,157318,153388,164866,160821,164010,167446,0,13900,0,5760,5967,7488,0
29575,50000,,2,1,33,,,0,0,0,0,,24058,25042,21947,19198,19610,1445,1429,,1000,705,699,0
29576,60000,1,2,2,38,2,0,0,0,0,0,58190,,,,,18385,3000,3100,1409,631,,664,1
29577,120000,1,2,2,,1,2,2,2,2,2,63911,62286,67259,67659,68937,70674,0,6000,2100,,3000,,1
29578,450000,1,1,1,42,-1,2,,-1,-1,-2,3566,240,1718,2284,-561,-1477,0,2000,2300,0,590,0,1
29579,60000,1,2,1,39,-2,2,-1,-1,-1,-1,50210,2846,18862,18145,20934,22146,,,,23019,22181,16711,0
29580,20000,1,,2,36,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,,0,0,0,,1
29581,,1,,1,36,,0,,0,0,0,85703,84298,62201,81859,,77491,3614,2400,23500,3800,3700,500,0
29582,380000,1,,2,37,-1,-1,-1,-1,-1,0,2302,7281,,2281,5760,9239,7500,2700,2300,6000,6000,,0
29583,20000,1,2,1,48,0,0,0,0,-2,-2,18401,19784,,0,0,0,2000,1650,0,0,0,0,0
29584,120000,1,,2,,-1,-1,-1,-2,-1,-1,2382,884,0,,10446,0,884,0,0,10446,0,,0
29585,,1,3,1,39,,,-1,-1,-1,-1,32647,,1920,21734,1837,96,1832,,21734,,0,19637,1
29586,,1,2,2,,-1,0,0,2,,0,18646,17746,19953,19183,17703,12100,2000,3200,0,0,1100,0,1
29587,260000,1,3,1,43,0,0,0,0,0,0,205599,151040,150917,152447,123771,,6000,7500,,4300,4500,4500,0
29588,20000,1,2,2,33,0,0,0,0,0,0,13479,14944,,17789,18238,17638,2000,2000,,1000,800,700,0
29589,230000,1,2,1,,0,0,0,,0,0,149697,155697,165978,170563,173697,179697,6000,10281,8866,6000,6000,6000,0
29590,120000,1,2,1,33,-1,-1,-1,-1,-1,-1,1336,-5,,500,150,150,0,,,150,150,941,0
29591,130000,1,1,1,,2,,0,0,,0,80987,79085,82799,86407,88959,97487,0,5000,5000,4000,10000,3724,1
29592,,1,1,1,40,,-1,,,-1,-1,840,770,386,0,475,390,800,396,4,475,1170,930,0
29593,30000,1,1,2,49,0,0,0,2,0,,25144,25831,29122,28277,20390,20555,1500,4500,,900,1000,2000,0
29594,230000,1,,1,39,-1,-1,0,-1,,-2,2606,2986,2608,797,-3,-3,,1020,799,0,0,0,0
29595,210000,1,1,1,44,,-1,,,-1,-1,396,396,396,396,396,396,396,396,,396,,396,1
29596,260000,1,5,1,40,0,0,0,0,,0,18503,19616,20725,21807,21216,,3000,3000,3000,1000,2000,5000,0
29597,160000,1,2,1,36,-2,-2,-2,-2,-2,-2,,5159,10550,3566,2453,2673,5183,10670,3576,,2680,2484,0
29598,140000,1,2,2,44,0,,0,0,0,,129301,129885,,133105,78607,78773,6104,7000,5518,2933,3100,3502,0
29599,70000,1,2,,39,0,0,,0,0,0,71059,,71229,70747,68154,69815,5000,4792,3000,,8010,,1
29600,,1,2,1,38,0,0,0,0,0,,15788,,10095,11636,6649,8649,2000,2000,2007,2000,2000,5000,0
29601,150000,,1,2,32,-2,-2,-2,-2,-2,-2,833,1601,9253,33062,2328,4121,1606,9297,33243,2336,4140,10859,0
29602,290000,1,2,2,,0,0,,0,0,0,,12190,14483,16589,,22204,2000,3000,,3000,5000,3000,0
29603,60000,,2,1,37,,0,0,-1,-1,-1,,9582,-27,15273,14766,14687,3000,18,15300,5000,15132,6500,0
29604,50000,1,2,2,,5,4,3,2,,0,19859,,,17956,17710,18710,,0,0,354,1000,1000,0
29605,20000,1,3,1,38,0,0,,0,0,0,17224,16533,17557,18666,19037,19434,1267,1291,1400,681,703,600,0
29606,500000,1,,1,,0,0,2,,0,0,,507062,491956,,376657,356636,40024,325,15296,12137,12312,14113,0
29607,90000,1,2,1,,-1,,2,2,-1,-1,3664,3449,1776,-1170,390,390,0,0,,1560,390,,1
29608,,1,1,2,37,-2,-2,,-2,-2,,,1567,-8,-8,,0,,0,0,1688,0,198,0
29609,40000,1,2,1,40,1,2,0,0,0,0,34364,33512,34549,35572,36481,37889,0,1577,,1500,,2000,1
29610,220000,1,1,1,39,-1,-1,0,,-1,-1,875,1093,3572,7330,0,3995,,,7409,,3995,2028,1
29611,220000,1,,,37,-2,-2,-1,-1,,0,,1966,6189,1850,6938,5034,,6203,,6938,101,2932,0
29612,50000,1,2,1,33,,0,0,,0,0,97190,48290,49633,48707,19623,13673,1787,2130,1184,13604,496,523,1
29613,20000,,2,3,47,-1,-1,2,2,-1,-1,,780,390,0,780,0,780,0,0,780,0,0,1
29614,200000,1,1,,,0,0,0,,0,0,192257,192560,198501,,191172,193267,7004,10061,7071,6514,,10121,0
29615,20000,1,2,1,32,2,0,0,2,0,0,18390,19468,20844,19362,19402,19607,,3000,0,850,920,750,1
29616,,,1,2,39,1,2,,0,0,0,60037,50524,,59724,28575,39402,0,9000,3000,1200,,3000,1
29617,280000,1,3,1,45,-2,,-2,-2,-2,-2,14493,,,1420,8036,12863,1596,0,1427,8076,12927,0,0
29618,50000,1,2,2,48,0,0,0,0,0,0,44385,45637,,16927,17263,17628,1992,2170,1282,618,,,0
29619,420000,1,,1,32,0,0,0,0,,0,387143,24830,,10951,8126,8313,1585,1174,,,318,277,0
29620,30000,1,3,1,44,,2,2,2,0,0,19397,,22544,,22721,,1500,4500,0,1500,1200,2000,1
29621,50000,,3,2,36,0,0,2,2,2,,22312,25349,26075,25358,27123,,3416,1425,0,,965,0,0
29622,,,,1,43,0,0,0,2,0,-1,18100,17926,19485,19503,19566,1320,2000,3000,1200,1000,1400,,0
29623,110000,1,,1,,2,3,,2,,2,,38862,40995,40106,42492,43197,0,3000,0,3300,1463,,1
29624,230000,1,,1,39,0,0,0,0,0,,20307,19864,17789,14416,14445,14452,2000,,2000,,,2000,0
29625,60000,1,2,,45,0,0,0,0,0,0,20959,20822,,18403,17898,17388,1500,1500,,1000,1000,1000,0
29626,,1,1,1,,-2,-2,,-2,-2,,,6545,,0,0,0,6545,0,0,0,0,259,0
29627,50000,1,2,2,42,0,0,0,0,0,0,49165,,47145,,48209,,1800,1814,1717,1658,,,0
29628,110000,1,2,2,35,0,0,,0,0,0,106612,110828,109937,47250,48543,47848,,,2000,2000,2000,2000,0
29629,150000,1,2,2,29,0,0,0,0,0,,104165,,94944,,100339,102567,,4380,8528,5000,4000,5000,0
29630,180000,1,,2,29,,-1,-1,-1,-1,-1,1124,18213,4390,1016,4745,0,,4390,1016,4745,0,,0
29631,80000,,2,2,30,-1,-1,,-1,-1,-1,5092,,1944,,13286,5848,4623,1963,15361,13286,5848,,0
29632,50000,1,2,2,30,0,,,0,0,0,46652,45235,23299,22672,21440,19304,2014,1600,,429,386,57,0
29633,170000,1,2,2,,-1,0,,0,0,0,6336,7505,,,9566,9917,1281,1298,1156,342,505,610,0
29634,200000,1,2,2,31,,-1,2,-1,-1,-1,5433,20516,7973,6202,8549,,20710,23,,8574,6269,6411,0
29635,210000,1,1,,31,0,0,0,0,0,0,36042,,38179,39243,39740,40574,2000,1936,2000,,,,0
29636,20000,1,2,2,32,0,0,0,0,0,-2,19435,19790,,14092,6826,,2003,1448,1328,500,,,0
29637,160000,1,1,2,35,-1,2,2,-2,-2,-1,,22,-304,-630,-956,476,0,0,0,0,1908,326,0
29638,50000,1,3,2,45,0,0,0,0,-2,-2,,48356,41150,0,0,0,2356,2150,0,,0,0,0
29639,340000,1,2,2,30,0,0,0,0,0,,233770,216978,181217,,,170048,8100,8000,6102,6628,6517,4500,1
29640,220000,1,1,2,32,-1,-1,-1,-1,,-1,5359,4217,2900,3392,,915,4217,2907,3397,1421,,906,0
29641,200000,,2,1,37,,,-1,,0,0,500,,1946,11900,6344,4747,598,1950,11921,4,,1201,1
29642,320000,1,1,2,29,0,0,0,0,0,0,225892,209493,170336,173806,177425,181003,9429,6189,6309,,,6395,0
29643,110000,1,1,,29,2,0,0,,,0,77831,79365,81485,86309,84028,86114,3430,4000,7100,0,,3142,1
29644,200000,1,1,2,30,3,,2,-1,-1,0,1130,,,560,558,,,0,,558,0,0,1
29645,160000,1,1,2,31,1,2,,0,0,0,56432,55371,56316,59331,60227,61778,0,2000,3500,2000,,3000,0
29646,310000,1,2,1,34,0,0,0,,0,0,89600,,80533,70343,58365,51454,3100,3604,2366,2018,2000,1700,0
29647,70000,1,2,1,29,0,0,,0,0,0,78244,,11231,10694,27908,11192,,1404,3016,20001,2000,5002,0
29648,80000,1,2,2,29,-1,-1,-1,0,0,0,28175,0,68227,68040,69840,69840,0,,2000,2000,0,0,0
29649,320000,,1,2,34,-2,-2,-2,-2,-2,-2,5250,-3,,6420,7174,-19,0,991,,9757,0,3995,0
29650,,1,1,2,,0,-1,0,0,0,0,56449,219192,226596,,226638,226265,231788,11621,9027,9015,9000,9014,0
29651,260000,1,,2,36,2,0,0,0,0,0,334214,310546,,291597,214353,,12000,11000,11000,8000,8500,8300,1
29652,50000,,3,1,,5,,,2,0,0,54090,52955,,50307,27707,28479,0,0,0,0,974,31100,1
29653,210000,1,3,2,48,0,0,0,0,-1,-1,85107,83658,73664,38405,38395,,33658,30003,1000,38395,,13061,0
29654,60000,1,3,1,42,0,,,,0,0,,20496,21702,22360,19760,0,1336,1542,1200,500,0,,0
29655,30000,1,,1,48,0,0,0,0,0,0,26393,28622,29846,25571,,27544,3006,3000,2000,3000,,2000,1
29656,480000,1,2,1,,-2,-2,-2,-2,-2,-2,29112,,,10127,8416,14658,,17223,10135,8416,14658,27350,0
29657,240000,1,2,2,43,0,0,0,,0,0,236238,225318,202513,,192574,,8763,7539,8267,,8010,8499,0
29658,20000,1,2,1,44,0,0,0,0,,0,18015,18344,19672,19652,,0,1400,1630,1000,,0,0,1
29659,,1,,1,41,0,0,0,0,,0,49782,50741,48468,39203,28913,26636,,1753,1433,990,,1071,0
29660,50000,1,2,1,37,0,0,0,0,0,0,44270,42398,,44098,48698,26955,5000,3000,5000,5000,5000,6000,0
29661,50000,1,1,1,35,-1,-1,-1,,-2,-2,6290,3770,10060,,,,3770,10060,0,0,0,0,0
29662,500000,,1,1,37,-1,-1,-1,,-1,,14817,,122750,4599,10094,43150,3904,123000,10052,10105,43168,16915,0
29663,70000,1,2,2,31,0,0,0,0,0,0,35515,36619,37725,38792,39447,40361,2000,2000,2000,1600,1700,1700,0
29664,,,,2,31,0,0,,,0,0,33075,34221,35866,36691,31672,27945,2000,2500,2014,250,2000,500,0
29665,420000,1,1,2,,-1,-1,-1,-1,-2,-2,1100,1183,2736,0,0,,1183,2736,0,,0,0,0
29666,20000,1,2,1,36,2,2,2,2,2,2,25238,25274,25026,23073,22857,21143,2000,1700,0,,0,1940,0
29667,300000,1,3,1,,,-1,-1,-1,-1,-1,1556,118157,11409,11907,3965,,118816,,11967,3983,18416,6260,0
29668,110000,1,,2,38,3,2,2,0,0,,78480,80604,78326,44890,41394,42727,,0,2000,1500,2000,2000,1
29669,70000,,2,1,42,4,4,4,,4,4,59130,59831,61873,63359,64221,65706,2272,3614,3100,2500,3100,1000,1
29670,110000,1,1,2,39,0,0,0,0,,-2,18310,,20650,0,0,0,1327,1650,0,,0,,0
29671,220000,1,2,1,40,2,2,0,0,0,0,222418,206473,208464,175407,,174726,4,8027,6218,6220,6316,6504,0
29672,20000,1,1,2,,0,0,0,0,0,0,14320,14595,16350,17322,18319,19297,2000,2000,2000,,,2000,0
29673,120000,,3,1,39,-1,-1,-1,-1,-1,-1,326,326,,326,326,326,326,326,326,326,326,,0
29674,150000,,3,,44,,0,0,0,,0,65903,,,93241,67549,,,3045,70092,2521,3000,3000,0
29675,110000,1,3,1,40,0,,0,0,0,0,91275,93357,94938,79368,74778,75996,4500,4100,2612,2666,2700,2659,0
29676,320000,1,3,1,36,-2,-2,-2,,-2,-2,5360,726,6992,3741,,15745,726,6992,3755,10138,15745,16740,0
29677,50000,,2,1,28,-1,-1,-1,0,-1,-1,430,0,46257,45975,1300,43987,0,46257,2200,,,,0
29678,20000,1,2,2,34,0,0,-2,-2,-1,,16912,,-1,-1,309,9525,0,0,0,,9500,800,0
29679,180000,1,,1,35,2,0,0,0,0,,57991,58587,59497,60356,,60522,2700,3000,,2500,2500,3000,1
29680,200000,1,2,,37,,0,0,0,0,0,208835,,193898,180759,160482,,7313,7157,11609,5609,5059,5014,0
29681,,1,3,1,47,1,2,,0,0,,16217,15664,,17407,18660,19115,0,1586,1300,,900,0,0
29682,360000,,1,2,40,-1,,2,-1,-1,2,499,,499,13136,,2752,0,0,13169,2784,12,14293,1
29683,30000,1,2,1,,,0,0,0,0,,28130,27836,28998,29480,29500,0,1750,2000,1200,1000,0,1500,0
29684,230000,,1,2,31,-2,-2,-2,-2,,-2,0,,,0,100,,,0,0,100,2405,0,0
29685,280000,1,1,,32,-2,-2,-2,-2,,,3981,1350,3735,13956,5911,1356,1355,3754,14025,12820,1362,5274,0
29686,50000,1,,1,32,0,0,0,0,0,,47974,43680,22133,12882,8131,3983,3000,,1000,163,3983,3771,1
29687,,1,1,2,33,-1,-1,,-1,-1,-1,57709,,11850,12533,7477,7718,,11850,13898,7477,7718,168350,0
29688,240000,1,2,2,37,2,2,2,0,0,2,45070,46111,45268,46295,48903,49763,1900,0,1900,3500,1600,0,1
29689,180000,1,3,1,43,2,2,2,2,0,,176911,172605,182641,135892,135411,126808,0,15000,,4500,5000,5000,0
29690,200000,,1,2,36,-1,-1,-1,,-1,-1,396,396,396,,396,396,396,396,396,396,396,,0
29691,390000,1,1,1,29,,-2,-2,-2,-2,-2,570,2681,1186,1944,4966,2973,2691,1191,1948,4987,2982,15546,0
29692,110000,,,2,29,0,0,0,0,0,,47982,,41840,,39612,27926,1809,2012,1504,1502,1514,1007,0
29693,250000,1,1,2,29,0,0,,0,0,0,240725,200603,150035,145876,,,10022,7004,5414,2500,1010,48440,0
29694,380000,1,,2,,0,,0,0,0,0,47765,47945,135167,95527,91541,92808,,90527,5000,,4000,3000,0
29695,300000,,2,1,30,-1,-1,-1,,-1,-1,165,165,165,165,1759,1394,,,,1759,,1790,0
29696,300000,1,2,1,44,0,,2,,0,0,223211,239061,239874,233894,169520,160385,21000,,3662,,6000,6000,0
29697,,1,1,1,40,-2,-2,-2,,-2,,968,,23384,4310,5980,13522,6476,23507,,6010,13589,,0
29698,160000,1,2,1,48,1,,,-2,-2,,0,0,0,0,0,0,0,,0,0,,0,0
29699,310000,,1,1,47,-2,-2,-2,-2,,-2,-1874,,-2474,-74,2226,-484,0,,2400,2300,0,0,0
29700,50000,,2,2,32,0,0,0,0,0,-1,50962,50212,3800,50535,,,2264,1000,50042,,1473,12023,0
29701,20000,1,2,1,32,0,0,,0,2,2,8768,9622,10974,14963,15123,,1159,1511,4500,,0,1000,1
29702,,1,2,1,31,2,0,-1,,2,-1,60511,41296,2181,1175,-13,2487,2300,2185,4,0,2500,0,1
29703,250000,1,1,2,31,,0,0,0,0,0,377399,78416,64479,33404,11259,11007,,3194,1104,10015,,2033,0
29704,200000,1,1,2,31,0,0,0,-2,,-1,162018,,0,0,0,590,6000,0,,0,590,61935,0
29705,240000,1,1,2,35,1,,-2,-2,,0,0,0,0,0,27670,28252,0,0,0,,920,920,0
29706,150000,1,3,,43,,2,-1,,-1,-1,1280,390,390,780,1746,0,0,390,780,1746,0,0,0
29707,420000,1,2,1,43,0,0,,0,0,0,36590,,60376,30099,66049,61043,42063,30253,20016,40015,30004,3000,0
29708,10000,1,3,,36,0,,0,2,2,2,5104,,8432,8150,8945,8657,1274,,0,1086,0,353,0
29709,,1,,1,,1,2,2,0,0,0,12351,13068,12568,13880,,,,0,1528,497,1192,0,0
29710,250000,1,1,2,33,,3,2,-1,-1,-1,441,441,,1540,3088,5680,0,0,5000,3088,3000,0,1
29711,500000,1,,1,,0,0,0,,0,0,5322,5920,6061,7289,8313,6490,1125,1280,1791,1528,1512,1370,0
29712,30000,1,2,2,38,0,0,2,,2,2,29770,27400,28935,28934,30313,30330,6000,2273,780,,1033,611,0
29713,120000,1,2,2,48,0,0,0,0,0,0,116757,120600,106464,92788,,31215,10717,10000,20014,0,6000,2534,0
29714,200000,1,2,1,34,-1,-1,-1,-1,-2,-2,2498,2670,2967,0,,0,2670,2996,0,,0,,0
29715,20000,1,2,2,36,0,0,0,0,0,0,11179,11985,,,16376,16738,,,1500,,1000,2000,0
29716,50000,1,2,2,38,1,2,2,2,,0,15116,14876,,16754,17175,17588,300,3000,0,1000,,650,1
29717,50000,1,3,1,47,2,2,,0,,0,39892,,34909,33528,16205,16593,3600,5,1309,800,800,750,1
29718,50000,1,,,40,0,0,0,0,0,-1,,47570,38984,23566,21652,3612,3000,,3034,5000,3700,20775,1
29719,140000,,3,1,39,0,0,0,0,,0,138317,142082,136034,137524,88752,89409,,6405,6452,3228,3140,3157,0
29720,20000,1,3,1,34,0,0,0,0,0,0,17692,17293,16803,16525,16185,-2623,2000,2004,1500,1500,0,19500,0
29721,150000,1,3,,39,0,0,0,0,0,0,42029,42678,11413,12418,12415,,2100,1500,,500,1000,2300,0
29722,230000,1,2,1,35,,0,0,0,0,0,174274,176853,180639,180117,179717,124117,7004,10000,5000,0,5000,189600,0
29723,240000,1,,1,36,0,0,0,0,-2,-2,230523,237022,235890,0,0,,,6100,0,,0,,0
29724,150000,,1,1,41,,2,2,,0,2,111056,113467,110235,111376,154802,152304,5700,0,4500,45500,0,,1
29725,140000,1,1,,,0,0,0,0,0,0,52684,46479,39949,30051,31124,32375,1692,2438,1464,2124,2375,1547,0
29726,310000,1,2,1,37,-2,-2,-2,-2,-2,,1619,1443,1443,,1443,2886,1443,1443,1443,1443,2886,,0
29727,60000,,2,1,36,3,2,2,7,7,,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
29728,200000,1,1,2,34,-2,-2,-2,-2,-2,-2,485,1313,1144,933,1207,,,1147,935,,3158,2350,0
29729,160000,1,,1,46,,-2,-2,,-2,-2,0,0,0,0,,,0,0,0,0,0,0,1
29730,360000,1,1,1,35,-1,-1,,-1,-1,-2,,3546,4371,6365,2987,2979,3552,4377,,3002,2994,2233,0
29731,30000,1,,1,49,0,0,0,,0,0,12922,14199,15461,16497,16923,17649,1500,1500,1300,700,1000,1000,0
29732,100000,1,3,1,41,1,-1,-1,-2,-1,0,0,840,0,0,63562,66520,840,0,0,63562,4000,3000,1
29733,10000,1,2,1,45,1,2,2,2,,-2,6321,6075,10062,6267,-610,-220,0,4312,0,,780,1150,0
29734,300000,1,2,1,37,-2,-2,-1,-1,,,3016,,6221,33999,24985,25743,12165,6252,34042,66,14062,3081,0
29735,500000,1,,1,49,-1,-1,2,-1,-1,-1,1460,5594,,1911,1774,5351,5334,25,1920,1783,5377,237,1
29736,50000,1,3,1,,2,0,0,0,0,0,48785,49762,49861,48660,7698,7463,2090,2450,1510,409,415,406,1
29737,500000,1,,1,48,-2,-2,-2,,-2,-2,,,0,1535,1100,800,5441,0,1535,1100,800,1297,0
29738,100000,1,2,1,46,2,0,0,0,0,0,100000,,102237,98452,99423,101548,4500,5000,4500,3800,3900,4000,1
29739,240000,,1,2,,,0,0,,0,0,241499,236556,229622,202296,165639,,8500,,8366,6070,10000,6043,0
29740,450000,1,2,1,43,0,0,0,0,0,,104485,92993,80647,67875,58328,252696,,4000,,7000,215000,3000,0
29741,,,2,2,31,-2,-2,-2,-2,-2,-2,5712,11598,21049,13846,3565,,,21171,13915,3583,7111,1971,0
29742,100000,1,2,1,,0,0,,0,0,0,60121,61575,63028,43360,41906,,,2700,1712,1500,,1600,0
29743,230000,1,1,2,32,0,0,0,0,0,,246764,239685,,102518,,101717,,10084,,70063,4037,5122,0
29744,50000,1,2,2,34,0,0,-1,-1,,-2,4166,0,4166,0,0,0,0,4166,,0,0,0,0
29745,30000,,,2,38,4,3,,4,4,,17628,20024,20424,20601,19992,19392,3000,,786,0,0,0,1
29746,20000,1,2,3,40,0,0,0,-1,-1,-1,16149,17373,18000,20000,0,780,1500,1000,20000,0,390,0,0
29747,180000,,1,,32,-1,-1,,-1,-1,-1,291,582,291,291,291,291,582,0,291,291,291,291,1
29748,,1,,,31,2,2,2,0,0,2,90322,92257,89939,91176,91331,,4300,0,3656,7100,0,7200,1
29749,170000,,1,2,32,0,0,0,0,0,,166470,159880,161445,152549,122948,120277,5809,7334,6699,,4410,4309,0
29750,180000,1,2,2,34,-2,-2,-2,-2,,,-16,-16,-16,850,0,0,0,0,866,0,0,0,0
29751,50000,,3,2,40,0,0,0,0,-1,0,50693,50019,36939,29500,,20067,1747,1515,3076,20693,679,653,0
29752,,1,3,,,0,0,0,,0,,50512,49374,51644,45920,21659,10861,2000,5138,75,1032,32,,0
29753,200000,,,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
29754,200000,1,1,2,37,-2,-2,-2,-2,-2,-2,,3774,706,5177,3792,12035,3856,706,5192,3808,12035,33436,0
29755,220000,1,1,1,39,1,-2,-2,-2,-2,,,0,0,0,0,0,0,0,0,0,0,0,0
29756,,1,3,,43,2,,-1,2,-1,-1,1473,1473,3133,,,390,1473,3133,0,,390,390,0
29757,30000,1,3,2,37,1,2,2,0,0,0,,24796,23722,24630,24934,25264,1398,0,1696,1000,1500,500,0
29758,50000,1,3,2,30,,0,0,,0,0,46860,48581,48968,18949,19181,,,1700,1600,811,,,0
29759,,1,1,,40,1,2,0,0,0,0,65568,67501,52620,7379,9083,,,2700,1300,,2000,16000,0
29760,10000,1,1,1,48,1,2,0,,0,0,8594,,8145,9000,9000,0,0,2000,2000,0,0,0,0
29761,300000,1,1,1,,-2,-2,-2,-2,-2,-2,,0,,0,,0,0,,,0,,0,1
29762,470000,1,2,1,31,0,0,0,0,0,,,13323,13149,15824,,27522,2014,3000,3000,4000,8098,3000,0
29763,200000,1,1,1,44,0,0,0,0,-2,-2,196770,202515,,0,0,0,,9200,0,0,0,0,0
29764,80000,,2,1,32,0,0,0,0,0,,,81117,81140,80567,59560,40390,3000,3300,2602,1800,1432,1520,0
29765,,1,3,2,36,,0,,0,0,0,6728,8050,9531,9904,9310,19000,1446,2017,1000,186,190,0,0
29766,,1,3,2,49,1,-1,0,,,0,2365,,,9084,4422,1735,,5000,5019,1009,1000,9000,0
29767,20000,1,3,2,37,0,0,2,2,-2,,18623,21501,20650,0,0,0,3501,0,0,0,0,0,0
29768,,1,2,1,39,1,2,0,0,,0,245338,234661,234364,235982,239281,244329,0,10200,,8725,9068,,0
29769,30000,1,,2,29,,0,0,,-1,0,13172,7965,3101,3126,7365,3245,1082,1000,3126,,0,828,0
29770,,1,2,1,,0,0,0,0,0,2,94041,54835,46575,7169,9036,,3579,3500,,2000,0,1000,0
29771,20000,1,1,2,31,3,2,2,7,7,7,2400,2400,,2400,2400,,0,0,0,0,,0,1
29772,,1,2,1,37,,,3,2,2,2,7501,7243,6988,6730,7463,7199,0,,0,1000,0,3000,1
29773,250000,,,1,39,,,0,0,0,0,209263,199834,200957,205454,205710,210115,7127,,8871,8055,8426,5208,0
29774,260000,1,,,34,0,0,0,0,0,-2,251267,254332,,161545,,0,,11710,7503,0,0,0,0
29775,,,2,,34,0,0,,0,0,0,47908,48909,49954,50974,52021,53186,1800,,1850,1894,,2000,1
29776,,1,,2,35,-1,2,,-2,-2,-2,,1350,0,0,,0,0,0,0,0,0,0,0
29777,290000,1,1,2,33,0,0,0,0,0,0,277227,279189,265077,241284,,104544,10681,15089,8801,7450,4544,4028,0
29778,150000,1,4,2,29,0,0,0,0,,0,,206334,206221,69995,60000,0,8500,8000,2500,,0,0,1
29779,,1,1,2,32,2,0,0,0,0,0,255299,255607,258394,261024,,263894,9106,11000,11009,10000,10000,10000,1
29780,50000,,2,1,32,1,-2,-1,-1,-1,0,-11545,-1935,7321,2850,,3110,10000,,7867,6340,3000,2218,0
29781,100000,1,2,2,29,0,0,-1,-1,-1,-1,51183,-1478,1261,1044,-217,522,0,4000,1044,0,2000,2000,0
29782,210000,,1,2,32,1,,0,0,0,0,161444,160177,,148432,,154284,6000,8000,6200,6000,5700,5700,0
29783,300000,1,3,1,32,-1,-1,-1,0,0,-1,590,2635,1461,3242,-80,720,2635,1461,,0,800,15,0
29784,90000,1,2,1,30,1,2,0,0,0,2,45271,44247,45287,46332,49715,48788,0,2055,2100,4476,0,3800,0
29785,,1,2,1,31,-1,-1,2,,,-1,,2488,740,2048,740,,2488,0,2048,740,740,740,0
29786,10000,,2,2,47,2,0,0,0,0,0,8640,9043,,,9422,,1145,1136,1144,,340,418,1
29787,90000,1,2,1,36,0,0,0,-2,-2,-2,53234,38645,0,0,0,0,2100,0,0,0,0,,0
29788,50000,,3,2,35,1,2,0,0,0,2,51350,50214,50035,50495,52073,51120,0,,2000,4300,0,,0
29789,,1,3,,41,-1,-1,-1,-1,0,-1,1476,2139,0,1686,1686,205,2139,0,1686,0,205,6689,0
29790,310000,1,2,2,35,0,0,0,0,,0,259636,263812,,,281764,299161,,9775,,11000,,9905,0
29791,250000,,1,1,44,-1,,-1,-1,,,3704,,25959,6354,2994,5360,5319,26036,6373,,4376,3609,0
29792,200000,1,1,1,37,,-2,-2,-2,,-2,,52799,19583,20632,3142,21253,55291,25120,25118,36,27107,43215,0
29793,360000,1,1,1,35,-1,-1,-1,-2,-2,-2,3771,900,,0,0,,900,,0,0,0,0,0
29794,50000,,2,2,43,,0,0,0,0,0,12661,13743,14777,12404,10777,16597,1600,1605,2000,500,,6000,1
29795,500000,1,2,1,39,-2,,-2,-2,,-2,1777,23800,297,9342,3518,5597,23800,297,9342,3518,5597,717,0
29796,50000,1,2,1,43,,0,0,,0,0,50562,55032,,49739,18888,19290,6500,2112,1400,700,700,800,0
29797,20000,1,1,2,31,-2,-2,-2,-1,-1,-1,668,355,,600,5275,841,355,0,600,5275,841,,0
29798,90000,1,2,1,31,0,0,0,,0,0,,69073,70561,72021,73912,58301,2471,2600,2633,3108,,1858,0
29799,240000,1,,1,36,0,,2,2,0,0,216923,,245657,240040,231790,221683,30700,8700,0,8207,9000,8000,0
29800,20000,1,2,2,33,,2,8,7,6,5,,22232,21936,21631,21026,20130,8000,0,0,,0,0,1
29801,210000,1,2,2,33,0,0,0,,0,0,,156084,177865,89227,90027,93076,6000,,,3500,5000,4000,0
29802,,1,1,2,33,2,,,2,,,128352,131768,128251,,145630,150147,,0,18000,,7000,5500,0
29803,50000,1,2,2,,0,0,0,0,0,,52475,53600,55739,55957,29238,6119,2000,3000,1591,72,,73421,0
29804,90000,1,2,,,0,0,,-2,-2,-2,88903,34000,0,,0,0,7000,0,0,,,0,0
29805,20000,1,,,45,1,3,,2,,0,,18243,18849,17724,,,0,,0,0,,0,1
29806,60000,1,,1,40,,0,0,0,,0,53896,53640,51608,52642,,53530,2500,2500,2500,2000,2100,2200,0
29807,200000,1,2,2,34,,0,0,0,2,0,176642,180421,,196732,188930,192647,7000,,,0,7500,15000,0
29808,50000,,,,,0,,0,0,0,0,43389,,45942,45943,,,1717,2278,,3475,676,648,0
29809,250000,1,,1,,0,,0,0,0,0,6035,11782,7241,7277,4972,2609,1131,4000,3000,99,1000,6000,1
29810,20000,1,3,1,48,0,,3,2,5,4,10805,15270,14740,18188,17630,16780,5000,0,4000,0,0,0,1
